Control Unit,Division,Department,Direct Sponsor,FY 2014,UC Report Date

FY 2015,FY 2016
Colleges,College of Chemistry,Chemistry Department,MIT Massachusetts Institute o..,,$0,
,,,Mosaic Materials,,,"$220,000"
,,,Nagoya University,,,$0
,,,NASA National Aeronautics a..,,,"$516,672"
,,,NASA National Aeronautics a..,"$32,500",,
,,,NASA National Aeronautics a..,,"$543,208","$32,500"
,,,NASA National Aeronautics a..,"$32,500","$60,000",$0
,,,NASA National Aeronautics a..,,,"$879,222"
,,,National Institute for Materials ..,"$399,698",,
,,,Netherlands Organization for ..,"$341,384",,$0
,,,NIH National Cancer Institute,$515,$0,$912
,,,"NIH National Heart, Lung, and..","$19,122",,
,,,NIH National Institute of Allerg..,"($26,348)",$0,$0
,,,NIH National Institute of Biom..,"($32,027)","$392,189",$0
,,,NIH National Institute of Diabe..,$0,"($101,404)",
,,,NIH National Institute of Envir..,,"($8,110)",
,,,NIH National Institute of Gene..,"$4,065,827","$3,687,175","$4,095,627"
,,,NIH National Institute of Neur..,"$714,951","($2,432)",$0
,,,NIH National Institutes of Heal..,"$1,280,060","$110,388",
,,,NIH Office of the Director,,$0,$0
,,,NOAA National Oceanic & At..,"$353,473",$0,
,,,NSF National Science Founda..,"$3,163,122","$5,961,824","$4,187,286"
,,,Oregon Health Sciences Univ..,"$62,886",,
,,,Oregon State University,,$0,
,,,Pennsylvania State University ..,,$0,
,,,"Pfizer, Inc.",,"$468,328",$0
,,,"Q-Chem, Inc.",,,"$256,692"
,,,Regional Air Quality Council,"$153,903",,
,,,Robert Bosch North America,"$150,000",,"$300,000"
,,,Samsung Electronics Compan..,,"$50,000","$100,000"
,,,Seattle Biomedical Research I..,,$0,
,,,Smithsonian Institution,"$554,023",$0,"($133,456)"
,,,Stanford University,"$110,750","$125,000",
,,,UC CRCC  Cancer Research ..,,"$55,000","$55,000"
,,,UC Los Angeles,,$0,
