Control Unit,Division,Department,Direct Sponsor,FY 2014,UC Report Date

FY 2015,FY 2016
Schools,School of Optometry,Total,,"$14,989,004","$10,445,615","$6,997,142"
,School of Public Health,Null,"Addgene, Inc.",$0,,$0
,,,American Medical Association,,,$0
,,,American Type Culture Collec..,$0,,
,,,Atlantic Philanthropies,"$50,000",$0,
,,,California Air Resources Board,"$105,221",$0,
,,,California Breast Cancer Rese..,$0,$0,$0
,,,California Department of Toxic..,$0,,
,,,California Department of Tran..,$0,,
,,,California Office of Traffic Saf..,"$280,000",,
,,,California Public Employees' ..,"$200,000",$0,
,,,California Wellness Foundation,"$235,000",$0,$0
,,,Center for Research in Enviro..,$0,,
,,,Colorado State University,$0,,
,,,Coriell Institute for Medical Re..,$0,,
,,,Dana-Farber Cancer Institute,$0,,
,,,David and Lucile Packard Fou..,$0,$0,
,,,DHHS Agency for Healthcare ..,"$1,984,500","($42,429)",$0
,,,DHHS Health Resources & Se..,"($6,773)",,$807
,,,Doris Duke Charitable Founda..,$0,,
,,,Eli Lilly and Company,,$0,
,,,Hebrew University of Jerusale..,"$28,686",$0,
,,,IBM Center for The Business ..,$0,,
,,,IMS Health Incorporated,$0,,
,,,Institute for Health Technolog..,$0,,
,,,"Integral Molecular, Inc.",,$0,
,,,J. Craig Venter Institute,"$31,161",,
,,,Joffe Charitable Trust,$0,"($71,941)",
,,,Johns Hopkins University,"$60,975","$25,759",
,,,Kaiser Permanente Division of..,"$14,205","$9,129",
,,,LBNL Lawrence Berkeley Nati..,"$13,568",,
,,,"MacroGenics, Inc.",$0,,
,,,"Merck & Co, Inc. (Merck Shar..",,$0,
,,,Microsoft Corporation,,$0,
,,,NIH Fogarty International Cen..,$0,"($146,856)",
