Control Unit,Division,Department,Direct Sponsor,FY 2014,UC Report Date

FY 2015,FY 2016
Schools,School of Public Health,Null,NIH National Cancer Institute,,$0,
,,,"NIH National Heart, Lung, and..",$0,$0,$0
,,,NIH National Institute of Allerg..,"$519,111",$0,$0
,,,NIH National Institute of Child ..,"$2,506,793","$2,255,164","($5,356)"
,,,NIH National Institute of Denta..,"$1,956,250","$93,666","$220,528"
,,,NIH National Institute of Diabe..,$0,,
,,,NIH National Institute of Envir..,"$442,347",$0,
,,,NIH National Institute of Gene..,$0,,
,,,NIH National Institute on Alco..,"($275,000)",,
,,,NIH National Institute on Drug..,"$705,063",$0,"($3,533)"
,,,Ohio State University (Incl. Re..,$0,,
,,,Oregon Health Sciences Univ..,$0,,
,,,Public Health Foundation Ente..,"$18,911",,
,,,Public Health Institute,,"$108,000","($20,396)"
,,,Robert Wood Johnson Found..,"$1,550,000",,
,,,San Francisco Unified School ..,"$25,000",,
,,,Silver Lake Research Corpora..,"$200,000",,
,,,Society of Family Planning,$0,,
,,,St Jude Childrens Research H..,"$27,199",,
,,,Tokyo Institute of Technology,,,$0
,,,Tulane University,$0,,
,,,UBS Optimus Foundation,"$344,213",,$0
,,,UC Irvine,"$25,360",,
,,,UC Office of the President,,$0,
,,,UC San Francisco,"$757,528","$648,381","$355,962"
,,,University of Massachusetts A..,,,$0
,,,University of North Carolina at..,$0,,
,,,University of Pittsburgh,"$32,777","$32,449","$15,947"
,,,University of Washington,,"$59,703","$117,370"
,,,"Washington University, St. Lo..",$0,,
,,"Dean's Office, Public Health","Addgene, Inc.",$0,$0,
,,,"Aerosol Dynamics, Inc.",$0,,
,,,Agricultural Labor Relations B..,$0,,
,,,Alex's Lemonade Stand Foun..,"$209,959","$199,937",$0
,,,Alpha Foundation for the Impr..,"$477,232",,
